METADATA:
Database:,FAA_DAILY
Id:,KPHL
Name:,PHILADELPHIA
County:,PHILADELPHIA
State:,PA
Lat:,39.870
Lon:,-75.240
Elev (ft):,27.0
Start_date:,1948-02-01
End_date:,2017-07-23


Start Date:, 1950-01-01
End Date:, 2016-12-31
Variables Requested:, date,num_obs,temp_avg,temp_max,temp_min,dptemp_avg,precip24hr,wgust_max,rh_avg,wspd_avg,altimeter_avg,wdir_avg,wspd_max
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-02-01,24,34.63,41.00,30.90,31.71,0.36,,88.67,9.37,,126.67,15.00,
1950-02-02,24,38.01,44.10,33.10,36.16,0.46,,92.79,7.79,,149.13,16.10,
1950-02-03,24,36.79,43.00,33.10,24.34,0.03,,61.46,13.63,,294.17,19.60,
1950-02-04,24,33.23,42.10,27.00,19.76,,,58.71,11.77,,259.58,17.30,
1950-02-05,24,33.48,39.90,27.00,18.59,,,54.17,5.49,,254.29,10.40,
1950-02-06,24,35.07,42.10,28.00,30.44,0.10,,83.00,6.01,,202.11,11.50,
1950-02-07,24,40.60,43.00,36.00,36.11,,,83.71,6.16,,252.22,15.00,
1950-02-08,24,27.63,37.00,18.00,14.76,,,57.50,12.34,,95.42,18.40,
1950-02-09,24,39.54,50.00,28.00,37.22,0.57,,90.83,10.14,,151.30,19.60,
1950-02-10,24,41.18,48.00,37.00,35.38,0.13,,79.46,9.75,,172.92,16.10,
1950-02-11,24,41.84,51.10,37.90,36.92,0.03,,84.25,6.78,,240.00,12.70,
1950-02-12,24,41.16,50.00,30.90,29.98,,,68.17,4.88,,208.75,10.40,
1950-02-13,24,38.75,45.00,35.10,34.76,0.26,,85.79,12.57,,62.17,19.60,
1950-02-14,24,38.31,41.00,34.00,36.77,0.71,,93.67,19.10,,66.25,25.30,
1950-02-15,24,41.97,43.00,41.00,39.90,0.52,,92.04,14.30,,127.08,25.30,
1950-02-16,24,39.70,42.10,35.10,30.83,,,70.46,8.84,,292.08,18.40,
1950-02-17,24,37.18,41.00,35.10,26.68,,,65.75,7.46,,307.27,12.70,
1950-02-18,24,37.10,45.00,32.00,24.43,,,60.08,6.78,,286.09,10.40,
1950-02-19,24,37.99,42.10,34.00,28.20,0.01,,68.54,12.20,,230.42,19.60,
1950-02-20,24,22.02,36.00,14.00,1.36,,,40.08,21.02,,315.00,29.90,
1950-02-21,24,16.65,27.00,10.00,-5.28,,,36.38,7.79,,299.00,16.10,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-02-22,24,31.18,36.00,27.00,25.40,0.05,,79.88,8.03,,75.42,15.00,
1950-02-23,24,33.76,37.00,32.00,27.94,0.12,,80.88,13.97,,204.35,33.40,
1950-02-24,24,38.23,51.10,28.90,24.84,,,59.92,14.06,,225.42,23.00,
1950-02-25,24,30.32,46.00,23.00,13.13,,,48.33,15.84,,297.50,34.50,
1950-02-26,24,25.57,28.90,19.90,8.83,,,48.25,12.30,,317.92,21.90,
1950-02-27,24,20.27,27.00,12.90,5.27,0.02,,52.04,16.99,,309.58,26.50,
1950-02-28,24,25.60,36.00,17.10,8.78,0.01,,48.83,8.21,,262.00,19.60,
1950-03-01,24,40.11,48.00,33.10,28.27,0.14,,64.50,12.68,,255.22,32.20,
1950-03-02,24,26.25,37.00,21.00,7.85,0.01,,45.79,19.82,,296.25,40.30,
1950-03-03,24,20.13,30.90,12.90,-0.70,,,40.17,15.65,,280.42,26.50,
1950-03-04,24,24.36,34.00,14.00,3.69,,,40.67,6.64,,291.30,11.50,
1950-03-05,24,35.61,55.90,21.90,21.62,,,59.71,8.07,,213.53,21.90,
1950-03-06,24,41.13,46.90,37.00,20.53,,,47.21,14.17,,294.17,25.30,
1950-03-07,24,32.46,45.00,21.00,10.74,,,40.21,9.46,,182.27,15.00,
1950-03-08,24,49.00,66.00,36.00,44.41,0.11,,84.38,13.87,,115.00,33.40,
1950-03-09,24,33.25,53.10,26.10,22.41,0.55,,65.29,25.08,,278.75,34.50,
1950-03-10,24,29.31,37.90,23.00,9.35,,,42.75,14.12,,278.33,19.60,
1950-03-11,24,34.52,48.00,25.00,20.74,0.11,,57.96,10.05,,179.13,23.00,
1950-03-12,24,45.66,57.90,41.00,41.72,0.24,,86.67,7.07,,220.48,16.10,
1950-03-13,24,38.45,46.00,36.00,35.96,0.86,,90.42,12.20,,89.58,18.40,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-03-14,24,35.53,42.10,30.00,21.80,0.05,,59.25,15.32,,305.42,25.30,
1950-03-15,24,39.38,55.90,28.90,21.13,,,50.58,12.82,,246.25,29.90,
1950-03-16,24,33.88,46.90,28.00,15.75,,,46.71,11.34,,110.00,16.10,
1950-03-17,24,35.67,46.00,30.00,16.15,,,44.96,10.05,,262.92,17.30,
1950-03-18,24,38.33,44.10,33.10,23.00,0.01,,54.63,23.88,,253.33,29.90,
1950-03-19,24,31.30,43.00,21.00,12.74,,,45.63,13.11,,326.67,20.70,
1950-03-20,24,37.59,52.00,28.00,21.28,,,53.08,5.87,,211.36,15.00,
1950-03-21,24,41.26,43.00,37.90,36.33,0.91,,82.71,15.70,,152.08,19.60,
1950-03-22,24,40.11,43.00,39.00,35.92,,,84.50,11.62,,130.83,18.40,
1950-03-23,24,40.60,43.00,37.90,36.94,1.14,,86.42,19.28,,177.08,27.60,
1950-03-24,24,44.95,55.00,37.90,32.80,0.01,,63.63,17.28,,286.67,25.30,
1950-03-25,24,44.27,50.00,37.90,34.62,0.01,,69.17,10.09,,285.00,25.30,
1950-03-26,24,41.56,52.00,34.00,30.05,0.01,,65.04,6.03,,238.18,12.70,
1950-03-27,24,45.08,57.00,39.00,42.46,0.06,,90.21,8.27,,67.92,12.70,
1950-03-28,24,63.76,71.10,52.00,54.92,0.37,,74.25,14.54,,175.91,25.30,
1950-03-29,24,52.04,59.00,44.10,43.78,0.12,,74.50,9.61,,249.57,15.00,
1950-03-30,24,37.21,46.00,28.90,18.41,,,47.67,16.41,,317.92,25.30,
1950-03-31,24,37.83,48.90,28.90,15.31,,,40.25,11.72,,334.17,17.30,
1950-04-01,24,42.30,53.10,30.00,25.13,,,52.21,10.28,,168.18,20.70,
1950-04-02,24,50.53,60.10,43.00,31.92,,,51.67,14.83,,221.67,19.60,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-04-03,24,55.23,64.00,45.00,45.07,0.01,,68.67,11.24,,182.73,19.60,
1950-04-04,24,65.34,79.00,55.00,55.18,,,71.79,15.11,,171.30,29.90,
1950-04-05,24,56.98,68.00,46.00,49.01,0.02,,74.38,15.46,,237.92,25.30,
1950-04-06,24,41.41,46.90,36.00,23.06,,,48.04,16.03,,328.33,23.00,
1950-04-07,24,37.98,53.10,27.00,12.45,,,36.79,17.90,,339.17,23.00,
1950-04-08,24,45.42,55.00,36.00,19.27,,,34.83,12.63,,312.92,18.40,
1950-04-09,24,41.16,53.10,28.90,21.34,,,45.75,17.19,,329.17,25.30,
1950-04-10,24,40.82,55.90,28.90,20.50,,,44.88,9.37,,320.00,15.00,
1950-04-11,24,50.23,63.00,39.90,40.89,0.06,,70.75,7.12,,181.90,15.00,
1950-04-12,24,48.06,59.00,43.00,27.37,,,44.71,14.94,,282.50,19.60,
1950-04-13,24,40.18,48.90,36.00,27.30,0.10,,61.46,11.86,,290.91,19.60,
1950-04-14,24,34.08,46.90,25.00,19.42,,,54.58,16.27,,308.33,20.70,
1950-04-15,24,41.16,48.90,32.00,22.13,,,46.63,12.38,,329.58,18.40,
1950-04-16,24,46.05,62.10,35.10,23.60,,,43.50,8.50,,322.50,12.70,
1950-04-17,24,53.83,71.10,37.90,33.07,,,50.13,11.38,,232.92,18.40,
1950-04-18,24,62.23,75.00,51.10,37.59,,,42.46,8.46,,226.96,13.80,
1950-04-19,24,63.50,79.00,48.90,43.66,,,50.83,7.25,,196.00,19.60,
1950-04-20,24,54.73,66.00,48.90,48.88,,,80.63,11.86,,267.14,18.40,
1950-04-21,24,47.52,54.00,43.00,38.14,,,71.67,10.19,,293.75,21.90,
1950-04-22,24,47.20,57.90,39.00,28.29,,,49.00,8.13,,278.33,17.30,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-04-23,24,48.13,55.00,39.90,42.06,0.16,,80.04,6.88,,186.36,15.00,
1950-04-24,24,48.86,54.00,44.10,40.59,0.20,,73.21,9.86,,169.17,16.10,
1950-04-25,24,46.60,53.10,43.00,41.17,0.08,,81.42,8.65,,89.57,17.30,
1950-04-26,24,54.77,71.10,46.90,45.77,0.18,,76.17,9.46,,203.48,17.30,
1950-04-27,24,53.63,64.90,43.00,46.10,,,77.79,8.40,,100.53,18.40,
1950-04-28,24,56.72,72.00,48.90,50.42,0.77,,82.17,6.21,,210.00,17.30,
1950-04-29,24,54.57,64.90,50.00,43.19,0.04,,65.29,9.99,,81.50,18.40,
1950-04-30,24,47.88,50.00,45.00,41.39,0.02,,77.71,10.95,,59.57,17.30,
1950-05-01,24,49.59,61.00,44.10,45.13,0.07,,84.96,8.55,,161.25,15.00,
1950-05-02,24,50.73,57.00,46.90,48.01,0.06,,90.04,2.75,,122.50,10.40,
1950-05-03,24,54.89,60.10,51.10,51.16,0.42,,87.42,5.09,,100.00,11.50,
1950-05-04,24,59.80,72.00,52.00,53.71,,,81.04,5.72,,205.63,15.00,
1950-05-05,24,59.79,66.90,55.90,57.13,0.09,,90.83,8.46,,126.09,15.00,
1950-05-06,24,64.05,82.90,55.90,60.72,0.02,,89.96,7.27,,147.50,13.80,
1950-05-07,24,70.83,79.00,62.10,44.84,,,41.04,12.86,,253.91,25.30,
1950-05-08,24,52.84,69.10,42.10,22.86,,,31.46,15.98,,331.25,19.60,
1950-05-09,24,56.25,68.00,41.00,30.63,,,40.08,8.27,,183.81,19.60,
1950-05-10,24,66.65,81.00,57.00,52.64,0.01,,61.38,16.03,,212.50,25.30,
1950-05-11,24,65.95,75.90,57.00,48.55,0.09,,56.08,9.51,,285.00,17.30,
1950-05-12,24,60.45,70.00,55.00,41.36,0.01,,49.75,6.21,,165.50,11.50,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-05-13,24,59.84,77.00,46.90,47.25,,,68.63,9.28,,240.00,18.40,
1950-05-14,24,63.79,73.00,57.00,47.64,,,57.17,11.95,,151.25,18.40,
1950-05-15,24,55.19,59.00,53.10,51.31,1.04,,86.96,12.68,,70.42,26.50,
1950-05-16,24,61.71,73.90,55.90,52.92,0.07,,75.58,13.58,,68.75,18.40,
1950-05-17,24,63.43,75.00,53.10,52.16,,,68.58,7.21,,202.17,15.00,
1950-05-18,24,55.02,62.10,51.10,49.85,0.39,,82.75,10.24,,112.92,18.40,
1950-05-19,24,50.12,52.00,48.90,47.57,0.53,,90.67,11.82,,55.00,18.40,
1950-05-20,24,51.12,59.00,46.90,42.87,,,74.17,10.61,,227.08,17.30,
1950-05-21,24,61.03,77.00,46.00,43.44,,,56.75,6.35,,303.81,13.80,
1950-05-22,24,60.88,70.00,48.90,48.49,,,64.58,10.80,,117.73,15.00,
1950-05-23,24,60.09,73.00,52.00,53.88,0.09,,81.00,8.37,,120.00,19.60,
1950-05-24,24,66.71,75.90,60.10,59.56,,,78.83,4.53,,183.53,17.30,
1950-05-25,24,64.19,73.90,57.00,58.20,,,82.08,8.31,,68.75,11.50,
1950-05-26,24,65.03,72.00,60.10,59.00,,,81.00,10.37,,60.00,16.10,
1950-05-27,24,67.42,80.10,57.00,55.46,,,70.50,7.79,,161.00,17.30,
1950-05-28,24,58.72,68.00,50.00,51.21,,,76.88,6.83,,114.58,12.70,
1950-05-29,24,57.51,62.10,54.00,55.52,0.90,,92.88,7.26,,89.52,11.50,
1950-05-30,24,63.85,75.90,59.00,56.56,,,77.88,3.90,,283.68,11.50,
1950-05-31,24,67.67,79.00,60.10,62.07,,,83.17,8.93,,142.17,21.90,
1950-06-01,24,68.62,73.00,66.90,63.83,0.51,,85.33,7.55,,204.09,13.80,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-06-02,24,69.06,82.90,55.00,51.16,,,59.04,6.20,,229.29,18.40,
1950-06-03,24,70.97,78.10,64.90,60.41,,,69.71,13.54,,208.33,24.20,
1950-06-04,24,66.96,75.00,53.10,57.20,0.56,,73.50,14.36,,270.87,27.60,
1950-06-05,24,65.41,81.00,50.00,47.33,,,54.92,6.99,,263.64,12.70,
1950-06-06,24,72.95,86.00,60.10,56.01,,,59.58,7.11,,227.06,15.00,
1950-06-07,24,76.47,90.00,64.00,60.27,,,61.04,7.02,,224.74,15.00,
1950-06-08,24,76.48,88.00,64.00,59.20,,,57.79,9.51,,221.30,17.30,
1950-06-09,24,74.78,89.10,64.00,63.00,,,69.17,8.21,,210.43,18.40,
1950-06-10,24,77.91,88.00,68.00,67.03,,,70.42,11.09,,211.25,19.60,
1950-06-11,24,71.20,77.00,66.00,57.70,0.25,,66.00,12.97,,277.08,24.20,
1950-06-12,24,65.81,75.00,55.90,45.28,,,48.00,7.74,,236.52,16.10,
1950-06-13,24,65.06,77.00,52.00,49.52,,,59.96,6.88,,189.47,18.40,
1950-06-14,24,64.31,70.00,60.10,58.85,0.14,,82.83,6.82,,133.33,15.00,
1950-06-15,24,64.44,66.00,62.10,62.35,0.16,,92.46,9.95,,161.67,15.00,
1950-06-16,24,69.36,79.00,63.00,65.23,0.06,,87.67,8.71,,97.83,15.00,
1950-06-17,24,75.10,84.00,71.10,60.90,,,65.71,13.82,,253.75,23.00,
1950-06-18,24,61.77,75.00,50.00,39.35,,,45.29,8.99,,306.96,21.90,
1950-06-19,24,62.21,69.10,57.90,57.58,0.19,,85.54,5.97,,136.67,11.50,
1950-06-20,24,66.26,75.90,60.10,62.16,,,86.75,6.69,,95.00,10.40,
1950-06-21,24,74.10,81.00,69.10,66.12,0.32,,78.54,7.01,,228.33,19.60,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-06-22,24,70.91,79.00,63.00,55.29,,,60.00,7.60,,193.91,13.80,
1950-06-23,24,71.13,84.90,57.00,56.80,,,63.08,6.97,,206.67,18.40,
1950-06-24,24,77.27,93.00,68.00,66.70,0.14,,71.17,11.05,,225.83,25.30,
1950-06-25,24,81.13,91.00,72.00,69.60,0.01,,70.92,7.17,,288.26,15.00,
1950-06-26,24,80.99,91.90,69.10,61.70,,,53.08,5.83,,282.50,9.20,
1950-06-27,24,80.78,91.90,69.10,64.86,,,61.42,10.96,,232.61,23.00,
1950-06-28,24,71.47,80.10,61.00,49.29,,,46.29,11.48,,306.67,20.70,
1950-06-29,24,70.72,78.10,63.00,57.65,0.02,,64.79,6.53,,200.00,20.70,
1950-06-30,24,73.45,87.10,64.00,62.22,,,71.04,3.23,,197.50,15.00,
1950-07-01,24,76.30,84.90,68.00,61.14,,,64.17,4.52,,278.82,10.40,
1950-07-02,24,76.88,89.10,63.00,58.73,,,56.25,7.83,,216.88,18.40,
1950-07-03,24,78.26,86.00,73.00,68.30,0.09,,72.63,10.08,,223.04,17.30,
1950-07-04,24,77.20,87.10,71.10,66.93,0.06,,71.63,10.51,,243.81,17.30,
1950-07-05,24,76.33,82.90,70.00,68.60,0.02,,77.46,5.97,,211.05,12.70,
1950-07-06,24,72.91,75.90,71.10,66.11,0.46,,79.54,8.17,,279.50,19.60,
1950-07-07,24,72.36,84.00,63.00,56.95,,,62.17,4.44,,323.33,10.40,
1950-07-08,24,74.53,84.00,64.00,55.80,,,53.92,5.92,,240.00,11.50,
1950-07-09,24,75.37,84.90,64.90,59.17,,,60.00,6.63,,115.88,17.30,
1950-07-10,24,70.54,78.10,66.00,66.66,2.83,,87.79,14.12,,49.17,19.60,
1950-07-11,24,77.10,87.10,69.10,70.61,0.08,,82.08,9.47,,154.17,16.10,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-07-12,24,78.02,84.00,73.90,72.13,0.01,,82.71,10.24,,220.00,18.40,
1950-07-13,24,76.98,84.00,72.00,71.04,0.04,,82.13,10.38,,222.92,19.60,
1950-07-14,24,73.85,79.00,71.10,62.00,0.09,,68.04,8.46,,302.08,16.10,
1950-07-15,24,68.22,75.00,63.00,60.69,0.19,,77.25,5.44,,145.29,12.70,
1950-07-16,24,73.57,82.00,69.10,69.68,0.60,,87.96,7.64,,183.33,11.50,
1950-07-17,24,77.72,90.00,71.10,71.79,1.16,,83.88,9.55,,226.36,18.40,
1950-07-18,24,80.47,89.10,73.00,70.37,,,73.25,12.29,,248.33,18.40,
1950-07-19,24,76.32,84.90,64.90,59.75,,,57.63,6.05,,256.52,11.50,
1950-07-20,24,78.16,88.00,69.10,67.49,0.05,,71.58,10.43,,215.65,19.60,
1950-07-21,24,71.23,82.00,61.00,56.20,0.12,,62.71,9.90,,160.42,17.30,
1950-07-22,24,71.87,81.00,60.10,53.75,,,54.92,6.35,,190.00,11.50,
1950-07-23,24,70.75,81.00,59.00,55.20,,,60.21,5.06,,167.78,12.70,
1950-07-24,24,70.04,77.00,62.10,60.13,,,71.58,6.45,,130.43,11.50,
1950-07-25,24,77.51,87.10,70.00,64.45,,,67.71,10.42,,245.83,20.70,
1950-07-26,24,71.87,79.00,63.00,58.24,,,62.88,8.03,,276.09,17.30,
1950-07-27,24,72.73,86.00,62.10,58.50,,,64.96,5.87,,270.00,11.50,
1950-07-28,24,76.13,87.10,64.90,62.07,,,63.92,7.03,,254.78,17.30,
1950-07-29,24,77.15,90.00,66.00,62.28,,,62.83,6.88,,246.82,13.80,
1950-07-30,24,79.42,91.90,69.10,66.41,,,66.83,7.17,,240.87,16.10,
1950-07-31,24,80.95,93.00,70.00,68.53,,,68.58,7.74,,255.24,18.40,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-08-01,24,82.73,90.00,78.10,71.68,,,69.83,10.67,,228.75,17.30,
1950-08-02,24,75.30,82.90,70.00,70.72,,,85.71,6.72,,118.50,12.70,
1950-08-03,24,71.75,75.90,69.10,69.34,2.17,,92.00,10.90,,84.17,18.40,
1950-08-04,24,72.05,79.00,64.00,59.19,,,66.42,7.12,,287.27,13.80,
1950-08-05,24,69.28,75.90,61.00,55.02,,,60.96,7.80,,310.83,13.80,
1950-08-06,24,68.87,73.00,64.00,58.40,0.29,,69.08,10.28,,244.17,18.40,
1950-08-07,24,67.63,75.00,59.00,56.46,,,68.88,8.90,,127.92,21.90,
1950-08-08,24,70.88,84.00,57.90,56.86,,,64.29,5.92,,234.29,11.50,
1950-08-09,24,75.03,87.10,64.90,63.61,,,70.33,9.90,,219.58,15.00,
1950-08-10,24,76.79,82.90,71.10,66.33,,,70.71,7.17,,242.27,13.80,
1950-08-11,24,76.84,88.00,68.00,67.20,,,74.08,6.88,,252.17,11.50,
1950-08-12,24,70.80,77.00,63.00,56.92,,,62.75,9.18,,203.48,13.80,
1950-08-13,24,68.63,79.00,57.00,51.24,,,55.75,6.30,,333.64,13.80,
1950-08-14,24,70.97,82.90,60.10,53.13,,,55.00,6.55,,316.82,11.50,
1950-08-15,24,73.49,84.00,62.10,58.46,,,62.00,6.16,,220.00,17.30,
1950-08-16,24,72.22,81.00,62.10,61.70,,,70.17,8.70,,198.10,17.30,
1950-08-17,24,74.58,84.00,66.90,65.67,,,74.58,6.54,,223.00,16.10,
1950-08-18,24,75.38,87.10,70.00,67.98,,,79.67,7.26,,196.67,15.00,
1950-08-19,24,74.81,84.90,68.00,70.09,0.22,,85.58,8.56,,164.58,17.30,
1950-08-20,24,75.73,79.00,71.10,69.78,1.00,,82.33,10.86,,258.33,18.40,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-08-21,24,67.62,75.90,57.00,50.04,,,54.38,9.17,,314.17,18.40,
1950-08-22,24,64.87,72.00,55.90,55.33,0.02,,72.04,2.03,,177.27,8.10,
1950-08-23,24,69.72,81.00,61.00,61.18,0.01,,75.50,5.58,,106.96,10.40,
1950-08-24,24,72.78,82.00,64.90,64.75,0.06,,76.96,5.26,,128.26,10.40,
1950-08-25,24,73.18,82.90,66.00,65.43,,,78.75,3.95,,153.16,10.40,
1950-08-26,24,74.48,86.00,64.90,65.26,,,74.67,4.04,,225.63,11.50,
1950-08-27,24,74.75,88.00,63.00,64.57,,,72.67,5.11,,197.37,16.10,
1950-08-28,24,76.68,89.10,70.00,69.42,,,79.46,10.18,,202.92,20.70,
1950-08-29,24,79.85,91.90,72.00,71.65,,,77.29,10.81,,203.75,19.60,
1950-08-30,24,77.83,88.00,72.00,70.92,0.14,,80.46,4.63,,187.78,12.70,
1950-08-31,24,78.00,90.00,70.00,71.60,0.38,,82.42,6.88,,172.86,15.00,
1950-09-01,24,80.63,87.10,75.00,73.32,,,79.00,13.35,,219.17,23.00,
1950-09-02,24,79.00,84.90,73.00,74.27,0.17,,85.50,6.35,,229.57,11.50,
1950-09-03,24,72.39,75.00,71.10,69.78,0.03,,91.08,5.72,,114.09,10.40,
1950-09-04,24,72.79,81.00,66.90,63.20,,,74.67,7.98,,314.76,17.30,
1950-09-05,24,63.32,72.00,55.00,49.11,,,60.29,10.95,,294.17,18.40,
1950-09-06,24,63.64,73.90,55.00,49.04,,,60.79,12.01,,155.42,16.10,
1950-09-07,24,65.67,79.00,54.00,51.28,,,62.42,3.24,,241.76,8.10,
1950-09-08,24,69.59,82.90,57.90,57.22,,,67.79,3.04,,191.33,10.40,
1950-09-09,24,70.72,84.00,61.00,62.54,,,76.25,6.84,,97.50,12.70,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-09-10,24,74.05,80.10,71.10,71.91,0.43,,93.04,7.65,,93.33,10.40,
1950-09-11,24,72.14,73.00,70.00,69.50,0.14,,91.21,11.62,,97.08,19.60,
1950-09-12,24,64.35,69.10,60.10,57.73,,,78.88,10.32,,137.92,17.30,
1950-09-13,24,60.43,62.10,59.00,57.09,1.03,,88.88,11.63,,88.75,15.00,
1950-09-14,24,62.48,69.10,57.90,58.50,,,86.75,5.53,,152.00,12.70,
1950-09-15,24,67.93,75.90,61.00,59.45,0.18,,76.29,10.52,,267.92,15.00,
1950-09-16,24,65.32,75.00,57.90,52.20,,,63.63,11.57,,293.33,17.30,
1950-09-17,24,59.55,69.10,48.90,45.31,,,60.63,6.35,,225.00,11.50,
1950-09-18,24,60.64,73.90,48.00,48.30,,,65.96,4.53,,270.00,11.50,
1950-09-19,24,65.74,73.00,60.10,60.14,0.01,,81.92,10.86,,232.08,19.60,
1950-09-20,24,64.87,70.00,62.10,60.92,,,86.63,7.87,,139.55,11.50,
1950-09-21,24,62.76,66.00,61.00,60.78,0.21,,92.79,5.43,,87.73,11.50,
1950-09-22,24,60.59,63.00,57.90,58.51,0.38,,92.58,8.27,,88.70,15.00,
1950-09-23,24,62.96,69.10,55.90,54.23,,,75.50,10.08,,284.78,19.60,
1950-09-24,24,49.96,63.00,42.10,34.55,,,55.83,11.43,,296.25,19.60,
1950-09-25,23,48.01,55.90,39.90,37.92,,,68.30,7.83,,283.91,13.80,
1950-09-26,24,53.81,60.10,50.00,47.07,,,77.75,4.88,,243.81,10.40,
1950-09-27,24,56.53,68.00,46.00,49.39,,,78.75,2.70,,192.31,10.40,
1950-09-28,24,59.67,66.00,53.10,54.13,,,82.17,4.87,,85.00,10.40,
1950-09-29,24,60.70,68.00,53.10,53.50,,,77.79,7.07,,77.50,11.50,
Date (EST),Number of Observations (n/a),Average Temp (F),Max Temp (F),Min Temp (F),Average Dewpoint Temp (F),24 Hour Precip (in),Max Wind Gust (mph),Average Relative Humidity (%),Average Wind Speed (mph),Average Station Pressure (mb),Average Wind Direction (deg),Max Wind Speed (mph),
1950-09-30,24,65.58,73.90,61.00,59.97,0.01,,82.79,4.38,,118.50,8.10,
1950-10-01,24,68.71,82.90,55.90,59.08,,,74.67,3.66,,218.00,9.20,
1950-10-02,24,70.71,84.90,57.90,60.48,,,72.75,2.51,,182.31,8.10,
1950-10-03,24,68.48,81.00,61.00,60.71,,,78.46,4.05,,212.50,10.40,
1950-10-04,24,60.62,70.00,55.00,48.22,,,64.75,8.93,,240.00,16.10,
1950-10-05,24,53.74,64.00,45.00,37.81,,,57.38,7.83,,212.17,16.10,
1950-10-06,24,54.76,69.10,42.10,43.94,,,68.75,6.88,,158.10,15.00,
1950-10-07,24,59.11,63.00,55.00,55.28,,,86.79,8.43,,68.33,11.50,
1950-10-08,24,62.48,69.10,55.90,59.16,0.01,,88.75,11.82,,83.33,17.30,
1950-10-09,24,63.17,64.00,62.10,61.99,0.27,,95.29,14.31,,97.50,24.20,
1950-10-10,24,65.21,70.00,60.10,58.77,0.06,,81.38,10.57,,211.25,18.40,
1950-10-11,24,60.06,71.10,51.10,52.15,,,76.63,9.32,,254.58,15.00,
1950-10-12,24,61.80,68.00,57.90,53.42,0.12,,74.54,11.09,,247.92,19.60,
1950-10-13,24,55.40,61.00,51.10,40.63,,,58.21,19.87,,273.75,29.90,
1950-10-14,24,51.58,59.00,44.10,39.60,,,63.83,10.66,,271.30,16.10,
1950-10-15,24,54.67,57.90,52.00,45.66,,,71.42,10.07,,67.89,18.40,
1950-10-16,24,53.12,66.00,43.00,41.30,,,65.25,10.13,,127.92,15.00,
